Salary,NBA_DraftNumber,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
6168840,1,21,77,2614,19.8,0.555,0.012,0.335,5.9,19.3,12.8,37.4,2.4,2.1,19.3,22.2,4,4.7,8.7,0.159,0.9,3.5,4.4,4.2
5200000,7,24,52,968,9.2,0.517,0.424,0.166,3.6,11.4,7.4,7.5,1.9,1.4,14,19.5,-0.4,0.7,0.3,0.013,-2.6,-1.3,-3.9,-0.5
2490360,14,20,66,1324,15.6,0.564,0.021,0.526,9.7,21.7,15.7,11.2,1.2,2.6,13.6,15.9,2.1,1.9,4.1,0.147,-1.7,2,0.3,0.8
8808989,19,27,46,1433,9.7,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.3,-0.1,-0.005,-2.8,-1.3,-4.1,-0.8
11825000,10,25,58,1965,12.9,0.531,0.445,0.193,1.5,6.3,4,17.1,1.8,0.7,10.8,20.7,1.5,1.1,2.6,0.064,1,-1.4,-0.4,0.8
2328652,27,32,51,657,5.5,0.508,0.425,0.17,0.7,10.5,5.5,6.2,0.3,1.1,11.3,12.4,-0.1,0.2,0.1,0.006,-4.3,-1.7,-6,-0.7
4328000,62,31,77,1402,11.7,0.506,0.037,0.187,9.1,22.3,15.8,9.4,0.7,2.8,14.6,16.4,0.4,2.4,2.8,0.097,-4,2.2,-1.8,0.1
92160,62,23,14,93,5.4,0.402,0.125,0.375,2.3,12.2,7.2,2.9,3.2,4.8,17.7,11,-0.2,0.1,0,-0.001,-7.5,3.8,-3.7,0
3290000,62,32,75,1624,13.5,0.652,0.777,0.278,3.1,12.6,7.7,7.5,0.9,1.1,9.8,14.7,3.4,1.5,4.8,0.142,2,-0.7,1.2,1.3
23775506,1,24,71,2582,28.9,0.615,0.113,0.406,7.8,24.9,16.6,10.8,2,5.5,8.7,29.8,8.5,4.5,13,0.241,3,2.3,5.3,4.7
1645200,23,21,30,186,23.2,0.737,0,0.351,13.5,18.4,16,4.4,0.3,6,13.2,18.1,0.7,0.2,0.8,0.219,1,-0.6,0.4,0.1
7574322,1,22,78,2832,13.2,0.509,0.26,0.244,3,10.7,6.8,8,1.5,1.5,8.9,23.6,0.5,1.4,1.9,0.032,-1,-1.5,-2.6,-0.4
1312611,44,23,56,1326,12.7,0.534,0.331,0.371,2,9.7,5.7,21.4,1.5,1.8,14,19.7,1,0.8,1.8,0.064,-0.9,-1.4,-2.3,-0.1
2328652,1,33,23,216,10.9,0.696,0,0.08,12.9,25.5,19.3,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-3.6,3.6,0,0.1
9259259,26,26,39,1037,10.9,0.543,0.222,0.235,7.7,12.2,9.9,6,2.2,3.1,14.4,8.6,0.8,1.3,2.1,0.099,-1.4,2.8,1.4,0.9
14814815,9,34,63,1601,11.3,0.539,0.36,0.277,3.8,12.5,8.5,16,1.6,1.9,16,11.5,1.6,1.7,3.3,0.098,-0.7,1,0.4,1
23775506,9,24,76,2541,23,0.556,0.011,0.453,16.5,36.6,26.3,14.3,2.2,4.3,16,21.2,4.4,5.6,10.1,0.19,0.2,5.3,5.5,4.8
11000000,56,30,70,1094,14.2,0.563,0.123,0.353,11.7,18.3,15.1,13.3,1.9,3.3,16.6,12.7,1.7,1.9,3.6,0.158,-0.6,3.3,2.7,1.3
19332500,31,25,71,2085,11.1,0.54,0.634,0.155,1.3,14.3,7.7,7.9,1,1.1,8.4,18.6,1,1.3,2.2,0.051,-0.3,-1.2,-1.5,0.3
815615,62,25,13,49,9.2,0.663,0.615,0.231,0,13.5,6.9,2.9,1,1.6,17.3,15.5,0,0.1,0.1,0.076,-1.8,-1.5,-3.3,0
7319035,8,27,65,1950,12.4,0.529,0.586,0.144,5.1,22.3,13.8,5.8,1.9,1.5,10.7,14.9,1.2,3,4.2,0.103,-0.5,1.7,1.2,1.6
778668,62,24,24,101,8.5,0.52,0.44,0,7.9,11.1,9.5,2.7,1.5,0.9,7.4,11.9,0.1,0.1,0.2,0.078,-1.8,-1.6,-3.5,0
4187599,5,24,66,1324,19.4,0.615,0.003,0.638,13.4,27.2,20.1,8.5,1,3.7,14.2,16.6,3,1.2,4.3,0.155,-0.5,1.3,0.8,0.9
5725000,32,24,73,1095,9.1,0.573,0.755,0.145,2.3,8.8,5.5,3.4,1.6,0.7,7.7,12.7,1.3,0.9,2.2,0.095,-0.6,-1.8,-2.3,-0.1
10845506,12,26,62,1030,13.1,0.526,0.335,0.31,2,18.4,10.3,9.8,1.8,0.7,11.3,22.4,0.2,1.5,1.7,0.081,-2.7,-0.3,-3,-0.3
6000000,62,25,5,70,9.3,0.455,0,0.5,4.5,29.6,16.8,16.4,3.4,1.2,24.2,17.5,-0.1,0.1,0,-0.004,-6.5,2.7,-3.7,0
9769821,15,33,34,462,19.9,0.557,0.005,0.163,7.4,25.3,16.4,10.1,1.7,4.4,8.7,22.2,0.7,0.8,1.5,0.154,-1.8,1.4,-0.5,0.2
27734405,3,31,70,2219,17.5,0.577,0.301,0.153,4.8,20.1,12.6,23.9,0.9,2.9,14.3,18.4,3.8,3.8,7.6,0.164,1.1,3,4.1,3.4
1167333,58,24,44,463,5.7,0.464,0.477,0.269,2.4,12.1,7.3,7.2,1.4,1.6,17.1,16.9,-0.6,0.7,0,0.004,-5.3,0.3,-5,-0.3
83129,62,23,7,164,6.6,0.411,0.644,0.244,1.3,12.6,6.8,8.6,2.1,1.1,3.9,14.4,-0.1,0.2,0.1,0.019,-3.2,0.3,-2.9,0
5504420,4,22,55,1838,16.6,0.531,0.393,0.263,5.2,21.8,13.4,11.7,1.4,1.9,9.7,24.5,1.1,1.9,3,0.078,0.1,-0.1,0.1,1
2116955,26,33,31,188,10.1,0.508,0.449,0.159,4.3,6.2,5.2,15.2,1.6,0,11.9,19.7,0.1,0.1,0.2,0.039,-0.5,-3.7,-4.1,-0.1
